URL,Name,Stars,Year,Time,Rating,Genre,Director
https://www.rottentomatoes.com/m/1072083-phantom,1072083-phantom,"Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,James Remar,Cary-Hiroyuki Tagawa,Casey Siemaszko,Samantha Eggar,Patrick McGoohan,Bill Smitrovich,David Proval,Joseph Ragno,Joe Ragno,Jon Tenney,Robert Coleby,Al Ruscio,Leon Russom,Bernard Kates,John Capodice,Bob Kane,William Jones,John Prosky,Alan Zitner,Dane Carson,Chatpong &#39;Jim&#39; Petchlor,Dane Farwell,Jared Chandler,Radmar Agana Jao,William Zappa,Agoes Soedjarvo,Clint E. Lilley,Jo Phillips,Austin Peters,Victor Madrona,Valerie Flueger,Rod Dailey","Jun 7, 1996",100 minutes,PG (violence),"Action & Adventure,Science Fiction & Fantasy",Simon Wincer
https://www.rottentomatoes.com/m/spy_hard,spy hard,"Leslie Nielsen,Nicollette Sheridan,Andy Griffith,Marcia Gay Harden,John Ales,Barry Bostwick,Charles Durning,Stephanie Romanov,Ray Charles,Mr. T,Elya Baskin,Mason Gamble,Carlos Lauchu,Noriyuki &#39;Pat&#39; Morita,Joyce Brothers,Brad Garrett,Roger Clinton,Robert Culp,Chevy Chase,Fabio,Robert Guillaume,Hulk Hogan,Alexandra Paul,Curtis Armstrong,Tina Arning,Bruce Paul Barbour,William Barillaro,Tone Loc,Michael Berryman,Downtown Julie Brown,Stephen Burrows,Keith Campbell,Carl Ciarfalio,Johnny Cocktails,Wayne Cotter,Rick Cramer,Eddie Deezen,Joey Dente,Paul Eliopoulos,Andrew English,Michael Lee Gogin,Bruce Gray,Weird Al Yankovic,Hollis Hill,Brian Howe,Nia James,Valentino Johnson,Elizabeth Kaitan,John Kassir,Alex Trebek,Diane Klimaszewski,Elaine Klimaszewski,Austin Kottke,Clyde Kusatsu,Kelly Lange,Michael Leahs,Tara Leon,Bruno Marcotulli,Esau McKnight,Katherine Moffat,Fran Montano,Desiree More,Ron Morgan,Joanne Nerlino,Mil Nicholson,Gayle Obodzinski,Gary Owens,Tyler Patton,Julie Payne,Pee Wee Piamonti,Jeff Sanders,Thom Sharp,Shari Shattuck,Pat Tanzillo,Thuy Trang,Angela Visser,Reid Worthington,Maxi Anderson,Billie Barnun,Maria Del Rey,Linda Harmon,Darlene Koldenhoven,Carol Lombard,Jeanie Long,Sally Stevens,Tata Vega,Jeannine Wagner,Julia Waters,Maxine Waters","May 24, 1996",80 minutes,PG-13,"Action & Adventure,Comedy",Rick Friedberg
https://www.rottentomatoes.com/m/newton_boys,newton boys,"Matthew McConaughey,Skeet Ulrich,Ethan Hawke,Vincent D&#39;Onofrio,Chloe Webb,Julianna Margulies,Miriam Margolyes,Dwight Yoakam,Charles Gunning,Bo Hopkins,Gail Cronauer,Jena Karam,Casey McAuliffe,Regina Mae Matthews,Lew Temple,Glynn Williams,Charles &quot;Chip&quot; Bray,Gary Moody,Robert Iannaccone,Jennifer Miriam,Anne Stedman,Marjorie Carroll,Katie Gratson,Angie Chase,Lynn Mathis,Becket Gremmels,Ed Dollison,Boots Southerland,Tommy Townsend,Mary Love,A.G. Zeke Mills,Abra Moore,Lori Heuring,Joe Stevens,Eddie Matthews,Scott Roland,J.P. Schwan,Rooster McConaughey,Bo Franks,Ali Nazary,Ron de Roxtra,Dave Jensen,Brad Arrington,Richard A. Jones,Randy Stripling,Harold Suggs,Chamblee Ferguson,F.W. Post,Grant James,Mark Fickert,Kerry Tartack,Luke Askew,Blue McDonnell,Eduardo Cavasos Garza,Ken Farmer,Daniel T. Kamin,Ross Sears","Mar 27, 1998",121 minutes,"PG-13 (For violence including bloody aftermath of a shooting, and for language)","Action & Adventure,Drama,Mystery & Suspense",Richard Linklater
https://www.rottentomatoes.com/m/ghostbusters,ghostbusters,"Bill Murray,Dan Aykroyd,Harold Ramis,Sigourney Weaver,Ernie Hudson,Rick Moranis,William Atherton,Annie Potts,David Margulies,Slavitza Jovan,Michael Ensign,Steven Tash,Jennifer Runyon,Alice Drummond,Jordan Charney,Timothy Carhart,John Rothman,Roger Grimsby,Larry King,Joe Franklin,Casey Kasem,Norman Matlock,Joe Cirillo,Joe Schmieg,Tom McDermott,Reginald VelJohnson,Rhoda Gemignani,Murray Rubin,Larry Dilg,Danny Stone,Patty Dworkin,Jean Kasem,Lenny Del Genio,Frances E. Nealy,Sam Moses,Christopher Wynkoop,Winston May,Tommy Hollis,Eda Reiss Merin,Ric Mancini,Kathryn Janssen,Paul Trafas,Cheryl Birchfield,Ruth Oliver,Kymberly Herrin,Kym Herrin,Nancy Kelly,Frantz Turner,John Ring,James Hardie,Paddi Edwards,Carol Henry,Jason Reitman,Stanley Grover","Jun 8, 1984",105 minutes,PG,"Action & Adventure,Comedy,Science Fiction & Fantasy",Ivan Reitman
https://www.rottentomatoes.com/m/professionals,professionals,"Burt Lancaster,Lee Marvin,Robert Ryan,Claudia Cardinale,Jack Palance,Ralph Bellamy,Woody Strode,Joe De Santis,Rafael Bertrand,Jorge Martinez De Hoyos,Marie Gomez,Jose Chavez,Carlos Romero,Vaughan Taylor,Roberto Contreras,David Cadiente,Don Carlos,Elizabeth Campbell,John Lopez,Darwin Lamb,Dirk Evans,Foster Hood,John McKee,Eddie Little Sky,Edward Little Sky,John R. McKee,Leigh Chapman,Phil Parslow,Henry O&#39;Brien,Jorge Marchegiant","Nov 2, 1966",117 minutes,PG-13,"Action & Adventure,Art House & International,Classics,Western",Richard Brooks
https://www.rottentomatoes.com/m/condorman,condorman,"Michael Crawford,Oliver Reed,Barbara Carrera,James Hampton,Jean-Pierre Kalfon,Dana Elcar,Vernon Dobtcheff,Robert Arden","Aug 7, 1981",90 minutes,PG,"Action & Adventure,Art House & International,Comedy,Mystery & Suspense,Science Fiction & Fantasy",Charles Jarrott
https://www.rottentomatoes.com/m/k9,k9,"Jim Belushi,Mel Harris,Kevin Tighe,Ed O&#39;Neill,James Handy,Jerry Lee,Cotter Smith,Daniel Davis,John Snyder,Pruitt Taylor Vince,Judith Weiner,Sherman Howard,Jeff Allin,Bob Ari,Alan Blumenfeld,William Sadler,Marjorie Bransfield,Mark Mooring,David Haskell,Jerry Levine,Rick Cicetti,Marjorie Bransfeld,Dan Castellaneta,Wendel Meldrum,John Castellanos,Coleen Morris,McKeiver Jones III,J.W. Smith,Colleen Morris,Dean Hill,Gary Combs,Lucy Butler","Jun 1, 1989",102 minutes,"PG-13 (adult situations/language, violence)","Action & Adventure,Comedy",Rod Daniel
https://www.rottentomatoes.com/m/enemy_of_the_state,enemy of the state,"Will Smith,Gene Hackman,Regina King,Jon Voight,Lisa Bonet,Loren Dean,Laura Cayouette,Barry Pepper,Ian Hart,Jake Busey,Jason Lee,Gabriel Byrne,Jason Robards,Tom Sizemore,James Le Gros,Stuart Wilson,Jascha Washington,Ivana Milicevic,Scott Caan,Dan Butler,Jack Black,Seth Green,Jamie Kennedy,Jacob Chambers,Alexandra Balahoutis,Anna Gunn,Rebecca Silva,Bobby Borriello,Carl Mergenthaler,Mattias Kraemer,Lillo Brancato Jr.,John Capodice,Vic Manni,T.R. Richards,Ivana Milavich,Patsy Grady Abrams,Beatriz Mayoral,Kasey Lynn Quinn,Elizabeth Berman,Donna Wilson,Allison Sie,Mike Andolini,Arthur J. Nascarella,Grant Heslov,John Cenatiempo,Joyce Flick Wendl,Frank Medrano,Dennis S. Fahey,Albert Wong,Christopher B. Lawrence,John Haynes Walker,Joseph Patrick Kelly,Lennox Brown,Martin Bosworth,Nancy Yee,Troy Anthony Cephers,Carlos Gomez,Arnie Alpert,Greg Collins,Doug Roberts,Larry King,Warren Olney,Penny Griego,Eric Keung,David Han,Mandy Kriss,Noel Werking,Sam De Crispino,Wayne A. Larrivey,Rhonda Overby,Lille Shaw Hamer,Brenna McDonough,Callison Slater,Colin Brodie,Daniel Cano Carrillo,Joy Ehrlich,Eric Olson,Thomas F. Troy,Adam Karkowsky,Steve Uhrig,Robyn Killian,Laura Eizenia,Angelica Pamintuan,Vene Arcoraci,Charlie Curtis,Raichle Watt,Michael J. Walker,Jacklilynn Ward,Jason Welch,Joshua B. Ward,Pete Suton,Tom Quinn,Robert A. O&#39;Rourke,John Allendorfer,Henry Sandler,Chris Holt","Nov 20, 1998",150 minutes,R (for language and violence),"Action & Adventure,Mystery & Suspense",Tony Scott
https://www.rottentomatoes.com/m/nick_of_time,nick of time,"Johnny Depp,Christopher Walken,Charles S. Dutton,Courtney Chase,Roma Maffia,Marsha Mason,Peter Strauss,Gloria Reuben,Bill Smitrovich,G.D. Spradlin,Miguel Nájera,Jerry Tondo,Lance Hunter Voorhees,Lance August,Peter Mackenzie,Rick Zieff,Tom Bradley,Michael Chong,Cynthia Noritake,Holly Kuespert,Pamela Dunlap,Jan Speck,Tom Lawrence,Robert Buckingham,John Azevedo Jr.,Clark Johnson,Antony Sandoval,Isabel Lorca,Nicole Mancera,Tomi-Lee Bradley,Marta Yolanda González,Antonette Saftler,Teddy Beeler,Alison Stuart,Yul Vázquez,Edith Diaz,Armando Ortega,C.J. Bau,Cynthena Sanders,Dana Mackey,Christopher Jacobs,Charles Carroll","Nov 22, 1995",89 minutes,R,"Action & Adventure,Drama,Mystery & Suspense",John Badham
https://www.rottentomatoes.com/m/1000617-aliens,1000617-aliens,"Sigourney Weaver,Carrie Henn,Michael Biehn,Paul Reiser,Bill Paxton,William Hope,Jenette Goldstein,Al Matthews,Mark Rolston,Ricco Ross,Colette Hiller,Daniel Kash,Cynthia Scott,Tip Tipping,Trevor Steedman,Paul Maxwell,Valerie Colgan,Alan Polonsky,Lance Henriksen,Alibe Parsons,Blain Fairman,Barbara Coles,Carl Toop,Louise Head,John Lees,Kiran Shah","Jul 18, 1986",138 minutes,R,"Action & Adventure,Horror,Science Fiction & Fantasy",James Cameron
https://www.rottentomatoes.com/m/edge,edge,"Anthony Hopkins,Alec Baldwin,Elle Macpherson,Harold Perrineau,L.Q. Jones,Kathleen Wilhoite,David Lindstedt,Mark Kiely,Gordon Tootoosis,Eli Gabay,Larry Musser,Brian Arnold,Kelsa Kinsly,Bob Boyd,Brian Steele,Bart the Bear","Sep 26, 1997",117 minutes,R (for language and some adventure gore/violence),"Action & Adventure,Mystery & Suspense",Lee Tamahori
https://www.rottentomatoes.com/m/drop_zone,drop zone,"Wesley Snipes,Gary Busey,Yancy Butler,Michael Jeter,Corin Nemec,Kyle Secor,Malcolm Jamal Warner,Luca Bercovici,Malcolm-Jamal Warner,Rex Linn,Grace Zabriskie,Robert LaSardo,Sam Hennings,Claire Stansfield,Mickey Jones,Andy Romano,Julie Warner,Melanie Mayron,Rick Zieff,Clark Johnson,Charles Boswell,Natalie Jordan,Ed Amatrudo,A.J. Ross,Al Israel,Steve DuMouchel,Patrick J.P. Duffy,Tim A. Powell,Steven Raulerson,D.D. Howard,Dale Swann,Keith Leon Williams,Lexie D. Bigham,Ron Kuhlman,Jerry Tondo,Kimberly Scott,Keith MacKechnie,Jan Speck","Dec 9, 1994",101 minutes,R,Action & Adventure,John Badham
https://www.rottentomatoes.com/m/just_cause,just cause,"Sean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,Ed Harris,Christopher Murray,Ruby Dee,Scarlett Johansson,Daniel J. Travanti,Ned Beatty,Liz Torres,Lynne Thigpen,Taral Hicks,Victor Slezak,Hope Lange,Kevin McCarthy,Ida Conklin,Chris Sarandon,George Plimpton,Brooke Alderson,Vitamin C,Richard Liberty,Joel S. Ehrenkranz,Barbara Jean Kane,Maurice Jamasal Brown,Patrick Maycock,Jordan F. Vaughn,Francisco Paz,Marie Hyman,S. Bruce Wilson,Erik Stephan,Melanie Hughes,Megan Meinardus,Melissa Hood-Julien,Jenna Del Buono,Ashley Popelka,Marisa Perry,Augusta Lundsgaard,Connie Lee Brown,Clarence Lark III,Marie St. James,Gary Landon Mills,Shareef Malnik,Tony Bolano,Angele Maldonade,Fausto Rodriguez,Karen Leeds,Dan Romero,Satcie A. Zinn","Feb 17, 1995",100 minutes,R,"Action & Adventure,Drama,Mystery & Suspense",Arne Glimcher
https://www.rottentomatoes.com/m/love_and_a_45,love and a 45,"Gil Bellows,Renée Zellweger,Rory Cochrane,Jeffrey Combs,Jace Alexander,Michael Bowen,Ann Wedgeworth,Peter Fonda,Reverend Horton Heat,Tammy Le Blanc,Wiley Wiggins,Jack Nance,Charlotte Ross,Brad Leland,Tommy LeBlanc","Nov 23, 1994",103 minutes,R,"Action & Adventure,Art House & International,Comedy,Drama,Mystery & Suspense",C.M. Talkington
https://www.rottentomatoes.com/m/first_deadly_sin,first deadly sin,"Frank Sinatra,Faye Dunaway,David Dukes,Brenda Vaccaro,George Coe,Martin Gabel,Joe Spinell,Jeffrey DeMunn,Anthony Zerbe,James Whitmore,Fred Fuster,Victor Arnold,Richard Backus,Frank Bongiorno,Rosalyn Braverman,Leila Danette,Jon De Vries,Ramon Franco,David Gideon,Carol Gustafson,Hugh Hurd,Eddie Jones,Larry Loonin,Anna Navarro,Frederick Rolf,Robert Weil,Bruce Willis","Oct 3, 1980",112 minutes,R,"Action & Adventure,Mystery & Suspense",Brian G. Hutton
https://www.rottentomatoes.com/m/action_jackson,action jackson,"Carl Weathers,Craig T. Nelson,Vanity,Sharon Stone,Thomas F. Wilson,Bill Duke,Robert Davi,Jack Thibeau,Roger Aaron Brown,Stan Foster,Mary Ellen Trainor,Ed O&#39;Ross,Bob Minor,David Glen Eisley,Dennis Hayden,Diedre Conrad,Brian Libby,David Efron,Alonzo Brown Jr.,Perry Lopez,Diana James,Karen Rea,Deidre Conrad,Bill Burton Sr.,Preston Hanson,Ivor Barry,Al Leong,Michael McManus,De&#39;voreaux White,Melissa Prophet,Prince A. Hughes,Jim Haynie,Edgar Small,James Lew,Nicholas Worth,Christopher Broughton,Charles Meshack,Armelia McQueen,Sonny Landham,Susan Lentini,Kenneth Belsky,Prince Hughes,Frank McCarthy,Ronnie Carol,Chino &quot;Fats&quot; Williams,Matt Landers,Thomas Wagner,John Lyons,Glenn Wilder,Steve Vandeman,Miguel A. Núñez Jr.,Branscombe Richmond,Richard L. Duran","Feb 12, 1988",96 minutes,"R (adult situations/language, nudity, violence)",Action & Adventure,Craig R. Baxley
https://www.rottentomatoes.com/m/1085275-gloria,1085275-gloria,"Sharon Stone,Jeremy Northam,Jean Luke Figueroa,Cathy Moriarty,Mike Starr,Bonnie Bedelia,George C. Scott,Barry McEvoy,Don Billett,Jerry Dean,Tony DiBenedetto,Teddy Atlas,Bobby Cannavale,Sarita Choudhury,Miriam Colon,Desiree F. Casado,Davenia McFadden,Chuck Cooper,Antonia Rey,Sidney Armus,John Hefferman,James Lally,Lillias White,Terry Alexander,John DiResta,Lou Cantres,Jose Rabelo,Lisa Louise Langford,Ray Garvey,Nicole Brier,Laura Wachal,Elle Alexander,Donald J Lee Jr,Don Clark Williams,Nick Oddo,Timothy K. Rail,Martha Rentas","Jan 22, 1999",110 minutes,R (for violence and language),"Action & Adventure,Drama,Mystery & Suspense",Sidney Lumet
https://www.rottentomatoes.com/m/murder_of_crows,murder of crows,"Cuba Gooding Jr.,Marianne Jean-Baptiste,Tom Berenger,Eric Stoltz,Mark Pellegrino,Doug Wert","Jul 6, 1999",105 minutes,"R (adult situations/language, violence)","Action & Adventure,Musical & Performing Arts,Mystery & Suspense",Rowdy Herrington
https://www.rottentomatoes.com/m/full_metal_jacket,full metal jacket,"Matthew Modine,Vincent D&#39;Onofrio,R. Lee Ermey,Arliss Howard,John Terry,Ian Tyler,Kevin Howard,Kevyn Major Howard,Adam Baldwin,Dorian Harewood,Ed O&#39;Ross,Kirk Taylor,Papillon Soo ,Tan Hung Francione,Costas Dino Chimona,Peter Merrill,Keiron Jecchinis,Jon Stafford,Kieron Jecchinis,Gary Landon Mills,Ngoc Le,Leanna Hong,Leanne Hong,Gil Kopel,Herbert Norville,Bruce Boa,Tim Colceri,Sal Lopez,Marcus D&#39;Amico,Peter &quot;Snowball&quot; Edmund,Keith Hodiak,Keith Hodlak,Nguyen Hue Phong,Du Hu Ta,Tony Carey,Harry Davies,David George,Derek Hart,Steve Hudson,Robert Nichols,Dave Perry,Tony Smith,Bill Thompson,Michael Anthony Williams,John Wilson,Chad Dowdell","Jun 17, 1987",116 minutes,"R (adult situations/language, violence)","Action & Adventure,Drama",Stanley Kubrick
https://www.rottentomatoes.com/m/running_man,running man,"Arnold Schwarzenegger,Maria Conchita Alonso,Yaphet Kotto,Richard Dawson,Jim Brown,Jesse Ventura,Erland van Lidth,Marvin J. McIntyre,Gus Rethwisch,Prof. Toru Tanaka,Mick Fleetwood,Dweezil Zappa,Karen Leigh Hopkins,Sven Ole Thorsen,Edward Bunker,Brian Kestner,Anthony Penya,Kurt Fuller,Kenn Lerner,Dey Young,Roger Bumpass,Donna Hardy,Lynne Marie Stewart,Bill Margolin,George P. Wilbur,Thomas Rosales Jr.,Sondra Holt,Sidney Chankin,Kim Pawlik,Roger Kern,Barbara Lux,Lin Shaye,Boyd R. Kestner,Charlie Phillips,Greg Lewis,John William James,Jon Cutler,Tony Brubaker,Joel Kramer,Billy Lucas,Daniel Celario,Mario Celario,Joe Leahy,Wayne Grace,Franco Columbu","Nov 13, 1987",101 minutes,"R (adult situations/language, violence)","Action & Adventure,Science Fiction & Fantasy",Paul Michael Glaser
https://www.rottentomatoes.com/m/1011487-kickboxer,1011487-kickboxer,"Jean-Claude Van Damme,Michel Qissi,Dennis Alexio,Dennis Chan,Haskell V. Anderson,Rochelle Ashana,Steve Lee,Richard Foo,Ricky Liu,John Ladalski,Stephen Lee,Mathew Cheung,Zennie Reynolds,Pairat Lavilard,Kanthima Vutti,Amnart Komolthorn,Nickolas James,Montri Vongbuter,Richard Santoro,Louis Roth,Dean Harrington,Mark DiSalle,Sin Ho Ying,Mandy Chan,Tony Chan,Brad Kerner,Michael Lee","Sep 8, 1989",98 minutes,"R (adult situations/language, violence)","Action & Adventure,Drama",David Worth
https://www.rottentomatoes.com/m/henry_v_1946,henry v 1946,"Laurence Olivier,Harcourt Williams,Renée Asherson,Renée Ashershon,Janet Burnell,Robert Newton,Leslie Banks,Griffith Jones,Esmond Knight,Leo Genn,Felix Aylmer,Ralph Truman,Ivy St. Helier,Ernest Thesiger,Max Adrian,Francis Lister,Valentine Dyall,Russell Thorndike,Michael Shepley,Morland Graham,Gerald Case,Nicholas Hannen,Robert Helpmann,Freda Jackson,Jimmy Hanley,John Laurie,Niall MacGinnis,George Robey,Roy Emerton,Arthur Hambling,Frederick Cooper,Michael Warre,Brian Nissen,Frank Tickle,George Cole,Jonathan Field,Vernon Greeves,Ernest Hare,Ken Richmond","Jun 17, 1946",136 minutes,NR,"Action & Adventure,Art House & International,Classics,Drama,Kids & Family",Laurence Olivier
https://www.rottentomatoes.com/m/1010889-jamaica_inn,1010889-jamaica inn,"Maureen O&#39;Hara,Charles Laughton,Leslie Banks,Emlyn Williams,Robert Newton,Wylie Watson,Marie Ney,Morland Graham,Stephen Haggard,Mervyn Johns,Edwin Greenwood,Horace Hodges,Jeanne De Casalis,Basil Radford,George Curzon,John Longden,Hay Petrie,Frederick Piper,Mervyn Jones,William Devlin,Herbert Lomas,Clare Greet,A. Bromley Davenport,Mabel Terry-Lewis,Aubrey Mather,Marie Ault,O.B. Clarence,Mary Jerrold,Archie Harradine,Harry Lane,William Fazan,Alan Lewis,Philip Ray,George Smith,Robert A&#39;Dair,Sam Lee,George Gurzon","Oct 13, 1939",98 minutes,NR,"Action & Adventure,Art House & International,Classics,Mystery & Suspense",Alfred Hitchcock
https://www.rottentomatoes.com/m/aelita_queen_of_mars,aelita queen of mars,"Nikolay Batalov,Nikolay Tseretelli,Yuliya Solntseva,Nikolai Tsereteli,Igor Ilyinsky,Nikolai Batalov,Konstantin Eggert,Vera Kuindzhi,Vera Orlova,Pavel Pol,N. Tretyakova,Yuri Zavadsky,Alexandra Peregonets,Iosif Tolchanov,Sofya Levitina,G. Volkonskaya,Varvara Massalitinova","Mar 25, 1929",113 minutes,NR,"Action & Adventure,Art House & International,Classics,Drama,Science Fiction & Fantasy",Yakov Protazanov
https://www.rottentomatoes.com/m/silverado,silverado,"Kevin Kline,Scott Glenn,Kevin Costner,Danny Glover,Rosanna Arquette,John Cleese,Brian Dennehy,Jeff Goldblum,Linda Hunt,Ray Baker,Joe Seneca,Lynn Whitfield,Jeff Fahey,Pepe Serna,Patricia Gaul,Amanda Wyss,Earl Hindman,James Gammon,Thomas Wilson Brown,Marvin J. McIntyre,Brad Williams,Sheb Wooley,Jon Kasdan,Todd Allen,Kenny Call,Bill Thurman,Meg Kasdan,Autry Ward,Jake Kasdan,Rusty Meyers,Zeke Davidson,Lois Geary,Troy Ward,Roy McAdams,Jim Haynie,Richard Jenkins,Jerry Biggs,Sam Gauny,Ken Farmer,Bill McIntosh,Jane Beauchamp,Ted White,Ross Loney,Walter Scott,Bob Terhune,Ben Zeller,Jerry Block,Charlie Seybert,Dick Durock,Brion James,Gene Hartline","Jan 1, 1985",133 minutes,PG-13 (violence),"Action & Adventure,Drama,Western",Lawrence Kasdan
https://www.rottentomatoes.com/m/battlestar_galactica,battlestar galactica,"Lorne Greene,Richard Hatch,Dirk Benedict,Richard A. Colla,Ray Milland,Herbert Jefferson Jr.,Lew Ayres,Jane Seymour,Wilfrid Hyde-White,John Colicos,Laurette Spang,John Fink,Terry Carter,Maren Jensen,Tony Swartz,Noah Hathaway,Ed Begley Jr.,Rick Springfield,Randi Oakes,Norman Stuart,David Greenan,Sarah Rush,David Matthau,Chip Johnson,Geoffrey Binney,Paul Coufos,Bruce Wright,René Assa,Patrick Macnee","Sep 17, 1978",125 minutes,PG,"Action & Adventure,Science Fiction & Fantasy,Television",Richard A. Colla
https://www.rottentomatoes.com/m/wiz,wiz,"Diana Ross,Nipsey Russell,Lena Horne,Ted Ross,Mabel King,Theresa Merritt,Thelma Carpenter,Luther Vandross,Richard Pryor,Roberta Flack,Stanley Greene,Carlton Johnson,Harry Madsen,Glory Van Scott,Vicki Baltimore,Derrick (Hot Rod) Bell,Clyde J. Barrett,Roderick Spencer Sibert,Kashka Banjoko,Ronald &#39;Smokey&#39; Stevens,Tony Brealond,Joe Lynn,Clinton Jackson,Charles Rodriguez,Dorothy Fox,Ted Williams,Mabel Robinson,Damon Pearce,Donna Patrice Ingram,Carlos Cleveland,Mariann Aalda,Aaron Boddie,Gay Faulkner,Ted Butler,T.B. Skinner,Jaime Perry,Daphne McWilliams,Douglas Berring,James Shaw,Johnny Brown,Gyle Waddy,Dorothi Fox,Francis Salisbury,Beatrice Dunmore,Traci Core,Donald King,Claude Brooks,Billie Allen,Willie C. Carpenter,Denise DeJon,Kevin Stockton,Alvin Alexis","Oct 24, 1978",135 minutes,G,"Action & Adventure,Classics,Musical & Performing Arts,Science Fiction & Fantasy",Sidney Lumet
https://www.rottentomatoes.com/m/the_war_of_the_worlds,the war of the worlds,"Gene Barry,Ann Robinson,Les Tremayne,Robert Cornthwaite,Lewis  Martin,Sandro Giglio,William Phipps,Paul Birch,Jack Kruschen,Vernon Rich,Paul H. Frees,Less Tremayne,Henry Brandon,Carolyn Jones,Pierre Cressoy,John Mansfield,Houseley Stevenson Jr.,Eric Alden,Nancy Hale,Virginia Hall,Patricia Iannone,Walter Sande,Charles Gemora,Alex Frazer,Ann Codee,Ivan Lebedeff,Robert Rockwell,Alvy Moore,Frank Kreig,John Maxwell,Ned Glass,Russ Conway,Cliff Clark,Edward Colmans,Jamesson Shade,David McMahon,Gertrude W. Hoffman,Freeman Lusk,Don Kohler,Sydney Mason,Peter Adams,Ted Hecht,Teru Shimada,Herbert C. Lytton,Ralph Dumke,Edgar Barrier,Wally Richard,Morton C. Thompson,Jerry James,Ralph Montgomery,Russ Bender,Douglas Henderson,Anthony Warde,Bud Wolfe,Jimmie Dundee,Joel Marston,William Meader,Al Ferguson,Rudy Lee,Waldon Williams,Gus Taillon,Ruth Barnell,Dorothy Vernon,George Pal,Frank Freeman Jr,Hugh Allen,Stanley Orr,Charles Stewart,Fred Zendar,Jim Davies,Dick Fortune,Edward Wahrman,Martin Coulter,Hazel Boyne,Cora Shannon,Mike Mahoney,David Sharpe,Dale Van Sickel,Fred Graham,Cedric Hardwicke","Aug 1, 1953",85 minutes,G,"Action & Adventure,Classics,Horror,Science Fiction & Fantasy",Byron Haskin
https://www.rottentomatoes.com/m/golden_child,golden child,"Eddie Murphy,J.L. Reate,Charles Dance,Charlotte Lewis,Victor Wong,Randall &quot;Tex&quot; Cobb,James Hong,Shakti,Tau Logo,Tiger Chung Lee,Pons Maar,Peter Kwong,Kenneth &quot;Fruity&quot; Frith Jr.,Wally Taylor,Eric Douglas,Charles Levin,Bennett Ohta,Chantara Nop,Bob Tzudiker,Marilyn Schreffler","Dec 12, 1986",94 minutes,"PG-13 (adult situations/language, violence)","Action & Adventure,Comedy,Cult Movies",Michael Ritchie
https://www.rottentomatoes.com/m/towering_inferno,towering inferno,"Steve McQueen,Paul Newman,William Holden,Fred Astaire,Faye Dunaway,Susan Blakely,Richard Chamberlain,Jennifer Jones,O.J. Simpson,Robert Vaughn,Robert Wagner,Susan Flannery,Sheila Mathews,Norman Burton,Jack Collins,Don Gordon,Felton Perry,Gregory Sierra,Ernie F. Orsatti,Carol McEvoy,Mike Lookinland,Carlena Gower,Olan Soule,John Crawford,Dabney Coleman,Malcolm Atterbury,Maureen McGovern","Dec 17, 1974",165 minutes,PG (N/A),"Action & Adventure,Drama,Mystery & Suspense",John Guillermin
https://www.rottentomatoes.com/m/escape_from_alcatraz,escape from alcatraz,"Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,Fred Ward,Paul Benjamin,Larry Hankin,Bruce M. Fischer,Frank Ronzio,Fred Stuthman,David Cryer,Madison Arnold,Blair Burrows,Bob Balhat-Chet,Matthew J. Locricchio,Don Michaelian,Ray K. Goman,Jason Ronard,Ed Vasgersian,Ron Vernan,Stephen Bradley,Garry Goodrow,Dan Leegant,John Garabedian,Denis Berkfeldt,Jim Haynie,Tony Dario,Fritz Manes,Dana Derfus,Don Cummins,Gordon Handforth,John Scanlon,Don Watters,Lloyd Nelson,George Orrison,Gary F. Warren,Joseph Whipp,Terry Wills,Robert Irvine,Joseph Knowland,James F. Collier,R.J. Ganzert,Robert E. Hirschfeld,Dale Alvarez,Sheldon Feldner,Danny Glover,Carl Lumbly,Patrick Valentino,Gilbert Thomas Jr.,Eugene W. Jackson","Jun 22, 1979",112 minutes,"PG (adult situations/language, violence)","Action & Adventure,Classics,Drama,Mystery & Suspense",Don Siegel
